Transaction_ID,Amount,Transaction_Hour,Previous_Transaction_Amount,Transaction_Frequency,Account_Age,Is_New_Device,Is_International,Fraud
T02270,2154.56,14,236.06,3,6,0,0,1
T02271,330.2,3,5480.62,2,5,0,0,0
T02272,1456.02,14,6005.99,3,7,0,0,0
T02273,2006.34,21,277.3,2,1,0,1,0
T02274,3168.59,21,11703.09,4,5,0,0,0
T02275,9019.23,13,882.88,2,10,0,0,0
T02276,2753.76,21,219.62,2,6,1,0,0
T02277,4082.98,0,12.7,5,3,1,0,1
T02278,2117.28,8,1312.83,3,2,0,0,0
T02279,3016.22,6,2484.35,1,4,0,0,0
T02280,220.72,22,1009.34,4,3,0,0,0
T02281,880.66,10,4530.68,3,6,0,0,0
T02282,1347.56,22,3152.3,3,6,0,0,0
T02283,1918.78,1,1077.58,1,4,0,0,0
T02284,140.17,1,3313.56,3,4,0,0,1
T02285,452.55,5,7053.93,5,10,0,0,0
T02286,972.27,22,244.3,2,10,1,1,1
T02287,10677.0,18,913.58,0,10,0,0,1
T02288,1207.47,19,1555.91,3,2,0,0,0
T02289,1973.58,13,1722.84,4,7,0,0,0
T02290,654.83,2,1953.28,3,9,0,0,0
T02291,2830.83,6,893.93,3,9,0,0,0
T02292,988.36,6,2750.98,5,10,0,0,0
T02293,695.77,3,2589.69,2,2,0,0,0
T02294,2180.56,22,2155.82,2,9,0,0,0
T02295,16.56,4,301.92,2,5,0,0,0
T02296,23.08,16,1620.28,3,6,0,0,0
T02297,741.8,3,1101.02,2,1,0,1,1
T02298,112.24,22,1688.46,4,7,0,0,0
T02299,342.95,12,6373.34,3,8,1,0,1
T02300,1241.37,15,1637.37,1,5,0,1,0
T02301,4867.35,15,35.2,3,6,0,1,1
T02302,2546.24,1,1444.36,5,4,0,0,1
T02303,2156.43,17,4296.01,5,3,0,0,0
T02304,1042.25,0,3786.01,3,3,0,0,1
T02305,8053.9,17,1800.73,4,2,0,0,0
T02306,1517.59,7,718.44,5,10,1,0,0
T02307,273.36,10,1564.14,3,6,0,1,0
T02308,2879.68,23,2073.58,3,9,0,0,0
T02309,362.57,23,22397.75,0,3,0,0,0
T02310,1270.38,14,2583.31,4,1,0,0,0
T02311,2124.25,15,2962.59,3,10,0,1,0
T02312,6219.72,16,1690.5,3,1,0,0,0
T02313,2040.97,16,1094.28,1,4,0,0,0
T02314,3634.59,11,4190.99,1,1,0,1,0
T02315,14808.05,9,1707.66,3,10,0,0,1
T02316,422.93,19,13095.47,3,2,0,0,0
T02317,963.64,5,1527.17,1,4,0,0,0
T02318,1505.48,7,176.06,5,4,0,0,0
T02319,1643.65,12,2868.81,3,8,0,0,0
T02320,1588.09,1,119.41,2,4,1,0,1
T02321,7145.24,18,720.88,2,3,0,1,1
T02322,3755.63,21,1091.38,6,4,1,0,0
T02323,2808.76,9,3362.72,3,5,0,1,0
T02324,1110.46,3,1704.21,1,5,0,1,1
T02325,5208.24,11,72.66,3,4,0,0,0
T02326,9307.32,17,2398.32,0,10,0,0,1
T02327,5164.43,6,1325.18,3,2,0,0,1
T02328,4.7,19,6372.32,3,3,0,1,0
T02329,3035.11,23,1730.68,3,10,1,0,0
T02330,157.47,23,3085.87,1,10,0,0,0
T02331,893.63,22,617.53,5,3,0,1,0
T02332,184.11,3,3577.95,10,5,0,0,0
T02333,2777.47,6,3190.96,0,2,1,1,0
T02334,3480.73,9,5860.65,3,2,0,0,0
T02335,364.77,14,86.02,5,10,0,0,0
T02336,1452.74,11,1483.26,4,2,0,0,0
T02337,1827.72,0,2842.0,5,6,0,0,0
T02338,1381.6,19,250.0,5,8,1,0,1
T02339,387.0,17,1321.64,0,10,0,0,0
T02340,1628.74,15,7124.61,3,6,0,0,0
T02341,4173.05,4,1431.46,2,4,1,0,0
T02342,220.96,18,10567.65,4,8,0,0,0
T02343,250.73,3,146.3,1,4,0,0,1
T02344,1314.45,5,3163.11,1,9,1,0,0
T02345,8527.78,16,2174.81,0,8,0,0,0
T02346,3313.04,6,1735.57,4,4,1,1,0
T02347,3405.86,23,8838.03,4,7,0,0,0
T02348,1347.87,22,347.15,2,10,0,0,0
T02349,2701.7,6,5658.39,1,9,0,0,0
T02350,30.55,8,2937.98,1,6,0,0,0
T02351,3032.6,12,749.37,2,1,0,0,0
T02352,7335.45,19,5798.54,3,6,0,0,1
T02353,2844.69,13,1402.21,0,8,0,1,0
T02354,6207.25,15,4208.08,5,9,0,0,0
T02355,3861.77,22,1230.98,3,1,0,0,0
T02356,385.4,8,4758.36,3,5,0,1,1
T02357,6982.27,14,2530.83,1,5,0,1,0
T02358,206.26,4,380.1,1,8,1,0,1
T02359,2290.5,17,2622.15,0,7,0,0,0
T02360,459.93,20,530.96,4,5,1,0,1
T02361,35.33,19,1327.24,3,6,1,0,0
T02362,1644.72,7,466.71,2,8,1,0,1
T02363,1048.85,14,55.66,2,6,0,0,1
T02364,1996.6,20,595.28,4,10,0,0,0
T02365,2582.57,8,1921.68,4,5,0,0,0
T02366,134.17,18,1642.33,0,10,1,0,0
T02367,393.76,21,1740.36,0,1,1,0,0
T02368,2453.7,5,711.51,6,8,0,0,0
T02369,1260.98,3,2889.24,6,8,0,0,1
T02370,3918.83,10,3045.71,3,6,1,0,0
T02371,3169.17,9,1107.79,0,7,0,0,0
T02372,5604.71,2,5325.16,5,7,0,0,0
T02373,3537.77,0,2582.22,5,2,0,1,0
T02374,1685.99,11,3121.02,3,6,0,1,0
T02375,3353.08,22,812.04,6,7,1,0,1
T02376,966.33,14,1.53,2,8,0,0,0
T02377,1097.21,14,5013.17,4,2,1,1,0
T02378,4667.48,20,4320.9,3,10,0,0,0
T02379,1774.04,13,328.67,0,8,0,1,1
T02380,4804.12,6,1171.43,4,2,1,0,0
T02381,5185.04,16,2706.89,4,9,1,1,0
T02382,5846.55,23,2639.68,1,2,0,0,0
T02383,7453.59,18,4921.55,2,3,1,0,0
T02384,1691.55,6,377.84,5,8,0,1,1
T02385,1151.99,2,1405.03,6,6,0,0,0
T02386,2618.25,2,255.7,3,9,0,1,1
T02387,1391.69,17,1234.08,4,8,0,1,0
T02388,2756.94,19,38.06,3,10,0,0,0
T02389,3668.3,21,5713.66,2,6,1,0,0
T02390,3498.15,13,1871.88,2,3,0,0,0
T02391,1407.87,2,4739.51,3,3,0,0,0
T02392,547.66,6,154.44,0,2,1,1,0
T02393,1689.14,6,645.17,2,8,0,0,0
T02394,461.53,4,750.67,4,10,1,0,0
T02395,6624.47,2,1222.22,1,5,1,1,1
T02396,1273.38,17,4059.68,4,9,0,0,0
T02397,503.34,14,1221.67,4,5,0,0,0
T02398,77.33,19,572.44,3,5,0,0,0
T02399,3113.87,13,168.0,5,8,0,0,1
T02400,3039.25,3,207.07,5,8,0,0,1
T02401,1249.29,23,3568.28,3,2,0,0,0
T02402,223.24,7,1471.08,2,8,0,0,0
T02403,1581.01,20,3238.22,4,7,0,1,0
T02404,1118.49,12,2866.52,1,6,0,0,0
T02405,3391.43,21,363.61,4,3,0,0,0
T02406,2792.53,7,385.47,3,5,0,1,0
T02407,1360.47,14,3519.74,3,2,0,0,0
T02408,737.29,16,3193.76,3,9,0,0,0
T02409,13277.55,4,1187.16,4,5,1,0,1
T02410,1815.42,19,201.46,4,8,1,0,0
T02411,3496.89,3,30.43,4,5,0,0,0
T02412,454.4,10,849.74,0,10,0,0,0
T02413,1994.2,17,23.16,2,9,0,0,0
T02414,83.77,9,653.65,4,1,0,0,0
T02415,2112.35,16,1359.67,5,6,0,0,0
T02416,9974.16,14,323.61,8,8,0,0,0
T02417,1454.53,5,275.31,4,7,0,0,1
T02418,119.33,22,5668.95,2,2,0,0,0
T02419,94.34,20,2201.53,3,2,1,0,1
T02420,1473.0,15,6812.57,4,10,0,0,0
T02421,523.15,14,1060.96,1,1,0,0,0
T02422,70.89,7,2826.38,2,1,0,0,0
T02423,4234.39,8,572.56,5,3,0,0,0
T02424,1840.36,10,2408.06,4,3,0,0,0
T02425,1024.28,1,346.97,5,8,0,0,1
T02426,6910.25,12,5.21,3,9,0,0,0
T02427,370.37,3,6703.46,3,5,0,0,0
T02428,9365.17,8,2023.61,3,1,0,1,1
T02429,1130.49,4,6541.21,5,2,1,0,0
T02430,6578.6,18,1015.53,5,4,0,1,1
T02431,2771.03,21,992.95,6,9,0,0,0
T02432,5258.32,2,1279.79,4,5,1,1,1
T02433,12407.97,20,3060.79,3,9,1,0,1
T02434,1020.74,2,2085.67,6,1,0,0,1
T02435,9743.02,5,6487.53,1,9,0,0,0
T02436,1480.34,9,64.43,3,8,0,0,0
T02437,1460.9,4,3079.18,1,1,0,0,0
T02438,1248.31,2,1002.42,2,7,1,0,0
T02439,2338.78,21,496.84,3,5,0,0,0
T02440,502.22,23,1785.39,1,10,0,0,0
T02441,2420.37,6,1758.32,5,8,1,0,0
T02442,2340.73,21,368.38,2,4,0,0,0
T02443,4305.22,17,563.79,3,2,1,0,0
T02444,5380.98,22,1311.32,1,1,0,0,0
T02445,1741.82,7,1314.05,3,7,0,0,0
T02446,1080.04,0,955.19,2,1,0,0,1
T02447,900.62,3,402.02,2,9,0,0,0
T02448,649.34,23,10.96,4,1,0,0,1
T02449,178.13,6,8786.06,2,6,0,0,0
T02450,1257.69,13,7183.75,5,2,0,1,0
T02451,945.15,12,1652.43,2,6,1,0,0
T02452,10181.24,9,13271.8,3,6,0,0,0
T02453,2447.36,22,2799.5,2,5,0,0,0
T02454,1279.81,17,178.36,2,5,0,0,0
T02455,2605.84,0,313.11,2,8,0,0,0
T02456,449.67,3,6195.65,2,7,1,0,0
T02457,1761.2,15,2485.98,6,5,0,0,0
T02458,2952.38,15,4631.7,2,4,0,0,0
T02459,2013.56,17,5713.57,4,1,1,0,0
T02460,1541.38,7,1485.26,2,2,1,0,0
T02461,15273.12,9,124.36,0,10,0,0,0
T02462,6368.67,15,521.5,6,7,0,0,0
T02463,2929.76,22,172.23,2,10,1,0,0
T02464,2527.57,23,522.92,2,1,0,0,0
T02465,2907.97,10,1321.34,1,9,0,1,0
T02466,674.36,5,314.47,3,6,0,0,0
T02467,1508.26,0,456.0,5,5,0,0,0
T02468,120.78,11,1475.67,3,6,1,0,0
T02469,1936.19,5,1039.44,1,1,0,0,0
T02470,2349.38,12,1576.17,0,2,0,0,0
T02471,775.34,16,1401.67,1,7,0,0,0
T02472,9975.11,0,2585.42,3,6,1,1,1
T02473,7205.71,7,6919.08,3,7,0,0,0
T02474,3841.95,21,285.34,3,6,0,0,1
T02475,2286.76,7,261.35,1,7,0,0,1
T02476,6119.95,23,4790.01,4,7,1,0,0
T02477,420.04,10,1765.06,1,6,0,0,0
T02478,4689.23,13,3635.42,2,8,0,0,0
T02479,399.98,23,606.52,7,7,0,0,0
T02480,4742.71,9,4413.22,0,9,0,0,0
T02481,967.93,14,6437.51,1,5,0,0,0
T02482,6288.92,6,2522.96,1,8,0,0,0
T02483,8649.47,6,279.79,3,8,0,0,1
T02484,483.31,9,5641.52,3,8,1,0,0
T02485,1863.46,3,3931.41,2,4,0,0,0
T02486,11887.96,17,3474.53,4,9,0,0,0
T02487,1981.5,9,93.55,3,10,0,1,0
T02488,5975.34,18,4010.66,1,4,0,0,0
T02489,2665.53,13,371.11,2,6,0,0,0
T02490,1411.59,12,628.81,3,6,0,0,0
T02491,1009.71,14,2151.75,3,2,0,0,0
T02492,681.54,15,769.65,4,7,0,0,0
T02493,4303.91,1,2706.96,5,7,1,1,0
T02494,1465.92,3,2341.68,3,1,0,0,0
T02495,2147.87,20,286.14,4,5,0,0,0
T02496,2033.74,17,2667.89,2,9,0,0,0
T02497,2583.13,16,6441.07,5,10,0,0,0
T02498,6020.29,9,439.19,1,5,1,0,0
T02499,11849.07,20,2272.43,4,10,0,1,0
T02500,1570.64,8,1045.86,2,7,0,0,0
T02501,5272.4,14,1538.67,4,9,0,0,0
T02502,4338.49,11,845.69,2,1,0,0,1
T02503,2556.63,20,1092.9,4,9,0,0,0
T02504,9373.91,8,73.35,2,4,1,1,1
T02505,671.21,13,9981.96,2,1,0,0,1
T02506,347.12,12,2450.74,5,8,0,0,0
T02507,5771.66,5,1736.4,1,3,1,0,0
T02508,1734.9,18,1210.12,3,8,1,1,1
T02509,5631.34,3,1937.93,5,6,0,0,0
T02510,6707.31,19,1195.52,2,6,1,0,0
T02511,193.48,16,1115.36,4,8,0,0,0
T02512,6448.68,18,1558.8,2,9,0,1,0
T02513,1784.36,2,807.35,2,8,0,0,0
T02514,2142.7,13,496.28,1,7,1,0,0
T02515,2955.25,16,2033.24,6,3,0,0,0
T02516,7826.62,12,4625.04,2,4,0,0,0
T02517,57.9,8,414.63,3,9,0,0,0
T02518,1943.62,0,83.21,4,4,0,0,1
T02519,3491.58,16,708.6,3,8,0,0,0
T02520,3848.04,15,9745.38,3,6,0,0,0
T02521,3538.16,17,4411.69,3,5,1,0,0
T02522,433.12,1,2265.02,4,7,0,0,0
T02523,1067.44,13,6621.47,4,1,0,0,0
T02524,1332.85,21,1473.23,3,10,0,0,0
T02525,4895.62,22,10227.96,6,3,0,0,0
T02526,980.35,16,878.52,3,5,0,1,1
T02527,709.85,2,687.1,2,4,0,0,0
T02528,9471.09,1,2540.61,2,3,0,1,1
T02529,26.71,7,1187.66,2,3,0,0,0
T02530,18386.47,1,2461.19,5,9,0,0,0
T02531,3388.65,1,909.59,5,5,0,0,1
T02532,5288.98,8,2405.3,1,3,0,1,1
T02533,1047.05,19,806.53,1,5,0,0,0
T02534,43.26,20,130.79,1,9,0,0,0
T02535,4016.74,5,6079.91,5,3,0,1,0
T02536,5389.92,11,5368.34,3,5,1,1,0
T02537,4046.72,8,8833.81,4,2,0,0,0
T02538,462.43,6,3151.6,1,8,0,0,0
T02539,4200.3,11,2869.94,3,6,0,0,0
T02540,4395.01,4,2046.79,4,8,0,0,0
T02541,3223.58,15,336.52,0,1,0,0,1
T02542,4358.79,4,524.44,4,2,0,0,1
T02543,5610.88,11,854.36,3,7,1,0,1
T02544,2852.68,23,5521.74,4,7,0,0,0
T02545,278.34,19,474.78,3,9,1,0,0
T02546,2006.11,8,6405.76,1,6,0,0,0
T02547,242.49,22,1849.47,2,7,0,1,0
T02548,1570.43,6,3143.17,3,4,0,0,0
T02549,1568.22,18,292.02,1,2,1,0,0
T02550,204.87,19,783.47,2,9,0,0,0
T02551,1286.91,22,7956.28,4,1,0,0,0
T02552,352.97,10,773.63,5,6,0,0,0
T02553,4954.46,20,879.3,3,10,0,0,0
T02554,8851.59,11,550.36,1,9,0,0,0
T02555,225.19,2,345.49,5,10,0,0,1
T02556,9310.97,16,664.01,4,10,0,0,1
T02557,2218.05,6,2570.34,5,2,1,0,0
T02558,1068.16,21,1519.11,3,2,1,1,0
T02559,239.93,9,2017.22,4,9,0,0,0
T02560,2083.19,22,326.31,3,10,1,0,0
T02561,4747.15,14,4050.19,2,10,0,1,0
T02562,3683.63,1,3832.29,1,9,0,0,0
T02563,154.59,12,54.57,2,4,0,0,0
T02564,227.09,3,1209.3,2,8,0,1,1
T02565,1546.88,17,178.12,2,8,1,0,1
T02566,1049.91,23,3926.81,5,2,0,0,0
T02567,793.4,22,3341.57,4,4,0,0,0
T02568,989.7,0,5806.67,3,6,0,0,1
T02569,4881.02,1,674.29,3,4,0,0,1
T02570,7944.88,1,1523.38,2,7,0,0,0
T02571,1558.1,3,509.85,2,10,0,0,0
T02572,7096.93,2,1159.99,3,5,0,0,1
T02573,1163.59,16,1846.63,0,4,0,1,0
T02574,1941.29,13,137.01,2,6,0,1,1
T02575,768.66,1,3137.03,3,6,0,0,0
T02576,3068.92,15,1959.29,4,5,0,1,0
T02577,11587.0,10,4414.63,4,6,0,0,0
T02578,2775.19,12,792.88,1,5,0,0,0
T02579,1328.63,0,5840.9,1,7,0,0,0
T02580,3130.82,22,16602.45,3,5,0,0,0
T02581,393.47,1,6292.49,2,4,1,0,0
T02582,6585.48,1,3761.48,3,9,1,0,0
T02583,2098.0,20,4183.19,7,5,0,0,0
T02584,1789.97,4,2131.79,3,6,0,0,0
T02585,2644.69,3,527.28,0,2,0,0,1
T02586,2940.76,11,2825.57,2,1,0,1,0
T02587,223.45,2,3118.53,6,3,0,0,0
T02588,3442.94,19,10564.29,4,7,0,0,0
T02589,830.95,9,1948.4,1,1,1,0,1
T02590,3754.79,19,791.47,1,1,0,0,0
T02591,5186.94,17,2877.44,1,8,1,0,0
T02592,4888.29,20,9703.23,2,3,1,0,0
T02593,2412.24,20,487.65,5,2,0,0,0
T02594,2202.97,20,986.31,2,8,0,0,0
T02595,462.52,9,1951.57,2,10,1,0,0
T02596,4479.58,0,466.47,4,2,0,0,1
T02597,949.93,5,56.18,3,10,0,0,1
T02598,2059.68,10,1027.39,1,7,0,0,0
T02599,1003.37,1,5013.08,2,7,1,0,1
T02600,431.02,6,111.1,5,10,0,0,0
T02601,2979.17,19,1400.6,5,6,0,0,0
T02602,167.59,20,3590.82,5,1,0,0,1
T02603,4142.67,20,7653.75,2,1,0,0,0
T02604,1146.36,20,10579.78,2,3,0,0,0
T02605,0.4,17,1370.32,5,4,0,0,0
T02606,2146.97,20,7508.62,4,9,0,0,0
T02607,143.95,18,90.15,5,7,0,0,0
T02608,969.59,3,3425.24,3,1,1,0,0
T02609,3682.51,12,2573.27,2,4,0,0,0
T02610,194.22,17,717.61,1,6,0,0,0
T02611,5485.37,19,1769.73,2,6,0,0,0
T02612,11.48,23,346.87,5,7,0,0,0
T02613,850.37,12,5131.46,2,9,0,0,0
T02614,4051.67,18,1107.52,1,6,0,1,0
T02615,1140.58,16,2459.05,4,1,0,1,0
T02616,322.4,0,432.24,6,3,0,0,0
T02617,1339.96,5,577.2,6,1,1,0,1
T02618,945.75,18,12057.19,4,6,0,0,0
T02619,5549.03,19,3496.79,4,7,0,0,0
T02620,1127.78,0,8173.57,3,3,0,0,0
T02621,4666.73,7,876.91,2,10,0,0,0
T02622,6673.32,16,449.5,1,9,0,1,0
T02623,1706.52,20,1748.26,2,1,0,0,0
T02624,7221.94,21,1706.35,2,1,0,0,1
T02625,1421.16,14,480.77,2,7,0,0,0
T02626,9979.25,17,3303.32,5,5,0,0,0
T02627,280.59,6,1122.67,2,5,0,0,0
T02628,3484.84,15,515.61,4,5,0,0,0
T02629,2042.55,6,1008.61,5,5,0,0,0
T02630,1471.35,16,2073.33,1,2,0,0,0
T02631,3004.83,3,3240.87,2,1,1,0,1
T02632,3650.74,11,1643.92,5,5,0,0,0
T02633,13.12,12,1864.23,1,10,0,0,0
T02634,548.0,3,373.99,6,9,0,0,0
T02635,3745.3,20,6153.69,1,8,0,0,0
T02636,3293.31,0,6603.0,2,9,1,0,1
T02637,10148.38,0,2875.5,8,3,0,1,1
T02638,4294.35,6,44.47,6,2,0,0,0
T02639,9033.92,8,1925.47,1,5,1,0,1
T02640,3637.43,0,2480.36,1,7,0,1,0
T02641,1061.69,15,13078.62,5,4,0,0,0
T02642,334.02,17,13845.85,4,2,0,1,0
T02643,4567.36,21,4872.99,4,9,0,0,0
T02644,3099.73,14,164.9,1,6,1,1,1
T02645,148.16,5,7658.76,1,3,1,0,0
T02646,1339.1,1,2371.14,4,1,1,0,1
T02647,9425.73,8,4034.7,4,1,0,0,0
T02648,2081.85,3,1307.22,0,8,1,0,1
T02649,1700.76,12,962.94,2,4,0,0,0
T02650,1835.81,22,1555.53,0,9,0,0,0
T02651,702.93,21,397.12,3,5,0,0,0
T02652,1379.96,10,1104.28,2,5,0,0,0
T02653,1385.22,12,4873.1,2,8,0,0,0
T02654,161.33,10,96.72,2,7,0,0,0
T02655,4377.47,18,408.88,5,8,0,0,1
T02656,1616.16,7,334.16,6,4,1,0,0
T02657,5180.95,6,1289.91,2,10,0,1,1
T02658,5698.33,15,14511.97,5,2,1,0,0
T02659,714.75,2,475.96,5,6,0,0,0
T02660,3213.17,16,393.05,6,7,0,0,0
T02661,1917.58,17,6164.4,3,6,1,0,1
T02662,6364.71,14,5343.75,1,3,0,0,0
T02663,729.05,16,81.93,3,3,0,0,0
T02664,3397.87,10,3482.85,0,5,1,0,0
T02665,2807.58,4,2663.9,4,7,1,0,0
T02666,1049.96,15,3649.75,3,2,0,0,0
T02667,440.63,14,1705.53,5,4,1,0,0
T02668,3163.55,9,11883.95,1,8,0,0,0
T02669,4025.08,13,112.09,1,3,0,0,0
T02670,1137.76,1,667.65,3,7,1,0,1
T02671,3105.5,15,1262.71,2,10,0,0,0
T02672,1508.23,18,1493.58,2,3,0,0,0
T02673,3746.98,7,6357.42,1,8,0,0,0
T02674,666.49,14,2052.48,4,7,0,1,1
T02675,6627.69,9,115.4,2,1,0,0,1
T02676,1016.55,4,1310.04,5,4,0,0,0
T02677,1375.58,19,1346.74,5,7,1,0,1
T02678,179.54,15,8416.33,2,5,1,0,1
T02679,354.7,20,2285.71,3,3,0,0,0
T02680,2176.16,21,2524.11,4,2,0,0,0
T02681,934.26,11,3122.89,4,9,0,0,0
T02682,5414.17,22,3674.62,3,10,1,0,0
T02683,44.41,12,2519.99,4,6,0,1,0
T02684,1429.73,8,676.88,4,10,1,0,0
T02685,1234.5,16,5179.59,9,1,0,0,0
T02686,58.55,19,3293.04,5,5,0,0,0
T02687,398.43,11,3385.73,2,7,1,0,0
T02688,1601.48,4,14178.34,2,8,0,0,1
T02689,2036.93,23,4055.38,1,5,0,0,0
T02690,1554.0,11,4417.44,3,10,0,0,0
T02691,2271.06,0,7560.61,2,10,0,0,1
T02692,2712.58,19,409.63,5,1,0,0,0
T02693,29.92,15,1721.53,5,2,0,1,0
T02694,1871.4,11,2172.13,1,4,0,0,0
T02695,9931.27,8,998.49,4,10,0,0,0
T02696,2195.87,12,4572.15,2,1,0,0,0
T02697,3395.35,16,3593.12,4,4,0,0,0
T02698,1121.31,16,3190.31,2,6,1,0,0
T02699,4461.55,3,14650.6,6,6,0,0,0
T02700,4447.38,13,750.67,2,2,0,0,0
T02701,2210.02,18,3324.38,4,1,0,0,0
T02702,11190.83,6,2004.08,5,8,0,0,0
T02703,402.48,2,938.51,5,9,0,0,0
T02704,51.28,0,437.63,1,9,0,0,1
T02705,4411.09,11,5655.62,2,7,1,0,1
T02706,4937.61,14,2262.48,0,4,0,0,0
T02707,384.21,10,4356.48,8,2,0,0,0
T02708,926.03,9,1970.54,6,7,0,0,0
T02709,53.12,1,621.08,1,6,0,0,0
T02710,1041.48,3,1029.52,4,7,0,0,0
T02711,4450.29,16,1201.3,1,1,0,0,0
T02712,2189.19,16,9023.77,2,4,0,0,0
T02713,1283.57,7,14.12,5,1,0,0,0
T02714,1394.4,22,10612.81,3,7,1,0,1
T02715,4.06,13,9838.44,1,6,0,0,0
T02716,1069.17,23,13899.72,4,10,0,0,0
T02717,3119.27,3,1618.47,3,8,0,0,0
T02718,10971.5,5,8297.36,2,2,0,1,1
T02719,5633.14,18,1258.79,3,8,0,0,1
T02720,71.63,23,66.62,3,8,0,0,0
T02721,6864.88,3,635.13,1,2,1,0,1
T02722,4586.32,2,7264.56,1,7,0,0,0
T02723,4547.52,19,34.65,4,3,0,0,0
T02724,1837.44,5,1974.11,5,5,0,0,0
T02725,1522.52,22,196.53,6,8,0,0,1
T02726,1082.55,6,843.57,1,1,0,0,0
T02727,203.86,13,230.54,3,1,0,0,0
T02728,777.23,11,4906.88,3,10,0,1,0
T02729,849.49,15,2235.53,1,8,0,0,0
T02730,1985.39,19,5809.69,4,6,1,0,0
T02731,4128.37,7,2914.71,1,3,1,0,0
T02732,1926.28,22,8853.66,3,8,0,0,0
T02733,178.75,1,1782.75,3,8,0,1,0
T02734,9495.28,12,2545.19,7,9,0,0,1
T02735,8579.64,7,2146.88,5,10,0,0,1
T02736,4614.0,20,1655.38,2,10,0,0,0
T02737,14242.93,19,4676.35,7,6,0,1,0
T02738,2358.96,15,2585.75,5,7,0,1,1
T02739,9871.79,3,4040.05,5,6,0,0,0
T02740,235.85,15,3858.7,1,3,0,0,0
T02741,1365.61,19,530.03,5,9,0,0,0
T02742,766.15,5,2625.72,3,1,0,0,1
T02743,653.85,3,556.76,4,5,0,1,0
T02744,455.27,15,2188.59,2,6,0,1,0
T02745,2921.87,22,2828.62,1,6,0,0,0
T02746,4560.46,22,14726.85,6,1,0,0,1
T02747,2590.37,20,77.55,2,8,0,0,0
T02748,476.86,12,239.19,3,1,0,1,0
T02749,4999.99,4,200.39,3,3,0,0,1
T02750,3031.43,14,1270.25,1,8,0,0,0
T02751,1473.88,7,4309.15,1,8,1,0,1
T02752,3363.77,6,4645.65,3,1,0,0,0
T02753,902.93,13,3338.81,2,1,0,0,0
T02754,1270.24,6,5679.61,3,8,0,0,0
T02755,7484.36,21,974.69,2,2,1,0,0
T02756,1029.6,6,230.71,5,5,1,0,0
T02757,1904.57,22,149.78,3,8,1,0,0
T02758,6625.68,17,4778.6,2,5,0,0,0
T02759,3690.14,9,3277.38,2,7,0,0,0
T02760,192.67,17,2998.42,6,6,0,0,0
T02761,478.05,13,1037.56,5,5,0,0,0
T02762,23.62,9,1194.71,4,3,0,1,0
T02763,2990.24,6,7931.98,5,6,0,0,0
T02764,1780.85,6,164.83,4,9,0,0,0
T02765,432.56,6,3715.08,5,7,0,0,0
T02766,9505.56,4,926.33,3,10,0,1,1
T02767,2262.9,0,99.59,2,1,0,0,1
T02768,830.79,13,3392.52,1,5,0,0,0
T02769,2083.07,17,1004.6,3,7,0,0,0
T02770,3414.75,12,3201.66,4,7,1,0,0
T02771,237.91,7,3074.55,3,7,0,0,0
T02772,963.53,7,1913.15,4,6,0,0,0
T02773,4934.66,9,3755.65,3,2,0,1,1
T02774,1846.7,16,2174.94,2,2,0,0,0
T02775,2372.79,5,844.41,3,10,1,0,0
T02776,1701.21,14,3311.73,3,6,0,0,0
T02777,134.68,14,2223.76,2,1,0,0,0
T02778,543.67,15,32.02,4,6,1,0,0
T02779,1769.29,7,5797.91,3,5,0,0,0
T02780,704.08,18,1972.18,1,1,0,1,0
T02781,153.81,19,5074.29,0,5,0,0,0
T02782,5566.97,14,5358.34,3,4,1,0,0
T02783,11920.5,2,1471.82,4,9,0,0,0
T02784,4727.18,5,1771.46,4,1,0,0,0
T02785,5768.03,7,1343.58,1,10,0,0,0
T02786,831.13,15,1492.03,4,3,0,0,0
T02787,9704.02,14,5637.99,1,2,0,0,0
T02788,657.92,12,3879.62,7,1,1,0,1
T02789,9074.24,19,338.19,0,2,0,0,0
T02790,15788.44,14,2356.0,3,7,0,0,0
T02791,3731.5,17,13745.97,6,5,0,0,0
T02792,11912.73,12,2263.07,4,2,0,0,0
T02793,2528.7,23,3852.95,7,4,0,0,0
T02794,901.46,7,3664.01,4,6,1,1,1
T02795,1723.41,13,1078.18,3,8,0,0,0
T02796,2700.96,10,1162.44,0,6,0,0,0
T02797,227.67,5,3219.08,3,6,0,0,0
T02798,2921.31,23,1732.79,1,6,0,0,0
T02799,11918.16,0,2113.25,5,5,0,1,1
T02800,632.56,1,3119.86,2,5,0,0,0
T02801,4719.25,12,3757.91,3,6,0,0,0
T02802,7154.6,0,791.98,5,6,0,0,0
T02803,8631.27,23,396.88,4,1,0,1,1
T02804,9666.82,23,862.55,2,7,1,0,0
T02805,2211.04,3,1770.85,2,6,0,0,0
T02806,11357.22,23,1046.91,2,6,0,0,1
T02807,4247.91,22,2100.42,2,1,0,0,0
T02808,529.04,1,137.37,2,7,0,0,1
T02809,1943.95,20,1782.1,3,6,1,0,0
T02810,3801.07,19,1147.11,2,10,0,1,0
T02811,852.43,15,1912.5,2,2,0,0,0
T02812,3070.08,2,1372.76,4,8,0,1,0
T02813,3295.24,16,835.98,2,8,1,0,0
T02814,532.72,4,5861.33,2,7,0,0,0
T02815,2497.82,7,510.7,0,7,1,0,0
T02816,4430.32,11,2859.28,2,7,0,0,0
T02817,2072.82,22,6463.85,7,4,0,0,0
